웨스틴 조선 부산,부산광역시 해운대구 동백로 67,"오랜 역사와 전통으로 조선호텔은 우리나라 사교 문화를 뿌리 내리며 한국 최고의 호텔로 자리 잡아 왔다. 그러나 그 명성에만 안주하지 않고 시대적 흐름에 걸맞은 시설과 서비스를 제공하기 위해 대대적인 호텔 시설 보수와 서비스 강화 정책을 펼치는 등 항상 앞선 경영을 실천해 왔다. 그 결과 세계적 금융지인 인스티튜셔널 인베스터誌와 아시아머니誌, 그리고 세계 여행 전문지인 콘데나스트 트래블러誌에 세계 100대 베스트 호텔로 선정되는 등 시설 면에서나 서비스 면에서 탁월한 수준의 평가를 받고 있다.
1978년 개관 이래 끊임없는 발전과 변화를 추구해온 부산 웨스틴조선호텔은 2005년 APEC에 앞서 로비층과 프레지덴셜 스위트 등의 시설을 새롭게 단장하고 APEC을 성공적으로 치러 명실상부 부산 최고의 비즈니스호텔로 거듭났다. 최근 새로운 관광 명소로 떠오른 동백섬 입구에 위치한 부산 웨스틴조선호텔은 김해 공항에서 약 40분, 그리고 시내에서 약 30분 거리에 위치하고 있어 여행이나 휴가, 출장 등의 목적으로 이용하기에 가장 이상적인 호텔이다.
주변 관광지로는 부산전시컨벤션센터(BEXCO), 동백섬 누리마루 APEC 하우스, 부산 아쿠아리움 수족관, 수영만 요트 경기장, 장산 등산코스, 용궁사, 광안대교 등이 있으며 호텔 내에 마련된 부대시설로는 최첨단 장비를 완비한 대연회장과 7개 중·소연회장, 헬스클럽, 수영장, 사우나, 비즈니스센터, 미용실 등이 있다.", ,주차 가능,"까밀리아(뷔페), 오킴스(다이닝 펍), 셔블(한식당), 파노라마 라운지(커피/차/음료/디저트/칵테일/와인), 조선델리(베이커리)","세미나실, 대·중·소연회장, 웨딩홀, 수영장, 비즈니스센터, 체련장, 사우나실, 플라워샵, 공용샤워실",
커플라운지 호스텔,"부산광역시 수영구 광안해변로 237(민락동)6,7,8층",오션뷰와 함께하는 다양한 객실을 겸비하고 있으며 여행자들을 위한 테마 카페가 준비되어 있다., ,불가능,있음(두꺼비 카페),"파티장, 전동킥보다 렌탈, 메이크업 부스, 안마의자",
Nudge567,부산광역시 해운대구 송정광어골로 67(송정동),해운대 해수욕장에서 횡단보도 하나만 건너면 찾을 수 있는 문동이네는 맛있는 조식과 따뜻함이 함께한다., ,가능,있음(카페),수영장,
브로시스 호텔,부산광역시 중구 구덕로48번길 4(남포동4가),남포동 중구 소재 호텔로 10월15일 그랜드 오픈하였다. 부산관광호텔로 등록된 객실48개(게스트하우스 포함)의 소형호텔이다.,양실,가능(유료),있음, ,
코모도 호텔 부산,부산광역시 중구 중구로 151,"1979년 7월 7일에 개관한 코모도호텔부산은 '조선왕궁'을 주제로 설계되었다. 한국의 전통미와 현대의 고급스러움이 조화를 이룬 특급호텔이다. 코모도(Commodore)의 뜻은 해군제독을 의미하며, 왜구의 침입이 빈번했던 시기 에 나라를 지킨 이순신장군을 상징화한 호텔이다. 최근 성황리에 종영된 드라마 '사랑의 불시착' 촬영지 호텔로 다양한 관광객들에게 관심과 사랑을 받고 있다. 총 311개의 객실, 5개의 연회장, 한식당, 뷔페식당, 로비라운지 등등의 식음 시설을 보유하고 있다.","스탠다드, 디럭스, 패밀리, 스위트",가능,"고담(한식당), 온새미로(뷔페식당), COMO1979","연회장, 웨딩홀, 실내 수영장&헬스클럽, 사우나, 비즈니스센터",
파라다이스 호텔 부산,부산광역시 해운대구 해운대해변로 296,"파라다이스호텔 부산은 해운대 해변 한가운데 위치하고 있으며 본관과 신관을 합쳐 총 532실로 1999년에 신관 개관, 2006년 4월에 본관 객실 전면 개보수, 2007년 4월에 본관 1층부터 3층까지의 전면 개보수로  설비를 자랑하고 있다. 
또 부산국제영화제, 제7차 ICCA 총회, ITU Telecom Asia 등 부산에서 개최된 대형 컨벤션마다 본부호텔로 참여하였으며 2005년 APEC 정상회의 시에는 총 7개국이라는 가장 많은 정상을 영접하였다. 해변측 객실에는 발코니가 있으며 12개의 레스토랑과 라운지, 노천온천을 비롯한 헬스&스파시설 등의 시설을 갖추고 있다.
800명을 동시에 수용할 수 있는 대연회장을 비롯하여 2개의 중연회장, 3개의 소연회장을 갖추고 있으며 모든 연회장이 본관 1, 2층 두 개 층에 위치하여 있어 대형 컨벤션 행사에 적합하다. 16층 파노라마 라운지도 연회장 기능을 갖추고 있으며 중역회의를 위한 보드룸 회의실도 별도로 갖추고 있다. 6개 국어 동시통역 시스템을 갖추고 있으며 100Mbps 초고속 인터넷과 54Mbps급 무선 인터넷 회선을 구비하며 편리한 통신환경을 제공하고 있다.
본관과 신관으로 구성되어 있는 총 532개의 객실은 해운대 바다를 한눈에 내려다 볼 수 있는 넓은 발코니 시설을 갖추고 있는데, 이 역시 고객들을 배려한 시설로 객실에서 발코니로 나가 해운대 바다 바람과 파도소리를 마음껏 감상할 수 있다.","디럭스, 스위트", ,"뷔페, 레스토랑, 라운지&펍, 야외가든","연회장, 웨딩홀, 키즈빌리지, 스파, 휘트니스센터, 수영장, 실내골프, 카지노, 플라워숍",
부산관광호텔,부산광역시 중구 광복로97번길 23(동광동2가),"부산관광호텔은 지난 1974년 9월 11일 개관하여 40년이 넘는 시간 동안 부산을 찾는 분들 및 지역 상공인을 위한 호텔로 성장해 왔다.
용두산공원 아래에 위치하고 있으며 국제여객부두, 국제시장, 자갈치시장을 사이에 두고 있다. 무역의 중심, 영화의 도시 부산으로 비즈니스와 여행을 위해 찾는 분들에게 합리적인 가격과 함께 친절한 서비스로 편안함을 준다.","스탠다드, 슈페리어, 스위트",주차가능(100대 이상),로비라운지(조식당),"비즈니스센터, 사우나&에스테틱, 웨딩홀, 기념품점, 편의점",
JSTAY,부산광역시 수영구 남천바다로 31-1(광안동),제이스테이는 바쁘고 지친 고객들에게 편안하고 쾌적한 장소를 제공하며 진정한 쉼을 느낄 수 있도록 최선을 다하고 있다.,양실,가능,있음, ,
더웨이브,부산광역시 수영구 민락수변로 9(민락동),"더웨이브펜션은 광안리 바닷가 앞에 위치한 고급 오션뷰의 65평 펜션이다. 워크샵, MT, 각종 모임 등 단체 행사에 최적화되어 있다.",양실,가능(유료), , ,
라메르호텔,부산광역시 동구 조방로34번길 9,"라메르 호텔은 부산 교통의 중심지인 동구 범일동에 위치한 비즈니스호텔로, 본관(지상 9층)및 별관(지상 5층)으로 구성되어 있다.
본관은 아늑하고 모던한 49개의 객실과 우아한 분위기의 조식당을 갖추고 있다. 전 객실에 최신의 무선 인터넷을 제공함으로써, 비즈니스 여행을 위한 최선의 환경을 제공한다. 별관에는 하루의 피로를 말끔히 날려버릴 수 있는 지하 328m의 암반해수탕과, 찜질방, 피부관리실 및 각종 운동기구를 구비한 160평 규모의 최신식 헬스장 및 요가실을 갖추고 있다. 호텔에 투숙하시는 고객분들께 1박에 1회, 암반해수탕과 찜질방 및 헬스장 무료 이용권을 제공한다.","비즈니스 더블/트윈, 슈페리어 트윈, 디럭스 트윈, 프리미어 디럭스 더블/트윈",주차 가능,조식당,"부산해수랜드, 찜질방, 피트니스센터, 피부관리실",
프라임관광호텔,부산광역시 동구 중앙대로 399,"부산진역 주변에 위치한 프라임관광호텔은 부산의 중심지에 위치하여 교통이 매우 편리하며 이동이 용이해 부산의 명소들을 관광하기에 안성맞춤이다. 호텔에서 바라보는 부산항의 전경은 보는 사람이 부산의 매력에 흠뻑 젖어들게 만든다. 프라임관광호텔은 부산 제일의 중심지에 위치하여 부산의 명소인 자갈치, 국제시장, 해운대, 태종대, 광안리, 범어사 등을 편리한 교통으로 관광할 수 있는 동구지역의 유일한 관광호텔이다. 멀리 부산항의 전경과 부산진 역사가 바라다 보이는 아늑한 전망과 서정적인 분위기로 넓은 공간, 청결하고 깨끗한 객실은 물론 여행, 출장, 여가 등을 찾는 고객에게 최고의 서비스와 친절로 성심껏 모시고 있다.
또 연회장은 세미나와 회의를 위한 최신시설과 장비가 갖춰져 있으며 결혼식, 약혼식, 돌잔치, 가족모임 등의 다양한 각종행사 및 연회를 특성에 맞추어 품격 있는 자리로 완성시켜준다. 낭만적인 분위기로 보석을 세팅하듯 소중히 고객을 모시는 프라임관광호텔의 웨딩홀에서는 여유롭고 감동적인 결혼식을 연출해준다. 오랫동안 꿈꾸던 소중한 순간, 평생을 두고 간직될 추억의 결혼식이 이뤄지는 웨딩홀에서는 프라임관광호텔이 선보이는 고품격 맞춤 웨딩을 경험해볼 수 있다.","양실 47실, 한실 1실",가능,카페,"웨딩홀, 연회장",
힐 사이드 관광호텔,부산광역시 중구 중구로 160(영주동),"언덕 위의 작은 별장 힐사이드 호텔은 부산의 상징인 오륙도와 영도가 한 눈에 내려다 보이는 영주동 언덕 위에 작은 별장 같은 호텔이다. 차분하고 안락한 스타일의 객실로 편안함을 제공하고 있다. 부산의 주요관광지와의 접근성이 좋아 가족, 연인, 친구와 함께 방문하기 좋은 호텔이다. <br>", ,주차 가능, ,"비지니스 센터, 편의점, 레스토랑",
유토피아관광호텔,부산광역시 수영구 무학로9번길 133(광안동),"유토피아관광호텔은 해운대, 광안리 해수욕장 중간지점(3분 소요)에 위치한 호텔로 부산정보 단지(BEXCO), 무역 전시관, 요트경기장 등 주요 건물과 가깝게 위치하고 있으며, 교통 요충지로 지하철 2, 3호선 환승역(수영로터리)에 위치하여 휴양객 및 출장 고객에게 편리함을 더해준다. 모든 편리함이 갖추어진 설비와 고객의 취향을 만족시켜주는 서비스를 통해 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다.
유토피아관광호텔은 아늑한 객실을 비롯하여 주방장이 정성껏 준비한 한양식, 뷔페 레스토랑 및 하루의 피로를 말끔히 씻어주는 룸살롱, 단란 주점 등의 부대시설과 현대적인 감각으로 고객 여러분을 기다리고 있다.","스탠다드, 디럭스, 패밀리",주차가능,"한식당, 커피숍, 뷔페","단란주점, 비즈니스클럽",
이비스 앰배서더 부산 시티센터,부산광역시 부산진구 중앙대로 777,"이비스 앰배서더 부산 시티센터는 부산의 비즈니스와 쇼핑의 중심지인 서면에 위치, 합리적인 가격으로 시내 중심지에 머무르기를 원하는 비즈니스맨과 도심 속 여유로운 주말을 선호하는 레저 여행객 모두에게 편안하고 안락한 숙박시설을 제공한다.
호텔 최고층에 위치한 탁 트인 전망의 호텔로비, 레스토랑 Taste, 미팅룸, 비즈니스 코너, 음료/ 생필품 자동판매기 및 주차장 등 다양한 편의 시설을 제공하며 전 객실에 제공되는 초고속 무료 유. 무선 인터넷 서비스, LCD TV, 개별 냉/난방 조절장치, 개인용 금고 및 넓은 업무용 공간과 24시간 리셉션 서비스 등을 갖춘 현대적인 스타일로 고객을 맞이한다.
이비스 앰배서더 부산 시티센터는 고객에게 꼭 필요한 시설과 서비스를 제공하는 경영전략으로 편안한 휴식공간과 밝은 미소, 친절한 서비스, 질 좋은 음식과 같은 필수적인 부분에서 고객에게 만족을 드리는 대신, 벨맨, 도어맨, 주차 대행 등의 전형적인 특급호텔의 서비스들을 과감히 배제함으로써 합리적인 객실요금을 제시한다.","스탠다드, 디럭스",주차가능(76대),Taste(라이브키친),"비즈니스코너, 미팅룸",
광장호텔,부산광역시 동구 중앙대로214번길 7,"광장호텔은 항구의 중심지인 부산역 광장에 위치하고 있으며, 아늑하고 편안한 55실의 객실과 기타 편의시설을 두루 갖추고 항상 최선을 다하는 정성으로 고객들에게 서비스하고 있다. 2002년 6월에 호텔 전관을 새롭게 개보수하여 보다 쾌적한 이용이 가능하다. 객실은 고객이 만족할 수 있도록 안락하고 편안하게 꾸며져 있으며 작은 소품 하나에도 세심한 정성을 다한 흔적이 역력하다. 피곤한 몸과 마음을 쉬어갈 수 있는 비즈니스맨과 관광객에게 최고의 호텔로 다가갈 것이다.","디럭스, 스탠다드",가능,베이커리&카페,"연회장, 남성전용 사우나, 마사지샵, 스카이라운지",
호텔 야오,부산광역시 사하구 낙동남로1389번길 18 (하단동),하단역1번출구3분거리. 가성비있는깔끔한호텔입니다,한실/양실,가능,있음,"편의점, 산책로",
리베로호텔,부산광역시 해운대구 구남로29번길 21,"리베로 호텔은 해운대 지하철역과 도보 5분 거리, 해운대 해수욕장까지 도보 5분 거리에 위치하며 해운대 문화 행사를 대표하는 구남로 거리의 중심에 위치하고 있다. 호텔 건물 아래에는 대형 백화점 SAVE ZONE이 위치해 고객들에게 여행의 즐거움, 비즈니스, 그리고 생활의 편리함과 접근성 모두를 제공한다.","더블, 트윈, 온돌, 세미패밀리",주차 가능(약 100대),레스토랑(8층),"대/중연회장, 웨딩홀, 비즈니스 센터",
롯데호텔 부산,부산광역시 부산진구 가야대로 772,"'한국 근대화와 관광산업에 이바지하고 싶다’는 정신과 서울의 발전을 상징할 만한 수준의 규모와 시설을 갖춘 호텔을 세운다는 것을 목표로 1973년에 지어진 롯데호텔은 서울을 시작으로 현재 서울점, 월드점, 울산점, 제주점, 부산점 등 5개 체인을 보유한 국내 최대, 최고 수준의 특급 체인호텔이다.
롯데호텔은 국내를 넘어 글로벌 리딩 호텔로 성장한다는 장기적 비전 아래 지속적으로 변화와 혁신을 추구하며 모든 부분에 걸친 ‘Quality-Up’을 위해 롯데호텔 전 직원이 지켜나가는 롯데호텔만의 정신이 있다. 고객만족 극대화를 바탕으로 처음 정신을 이어나가는 변함없는 모습으로 세계 최고 수준의 비즈니스호텔이 될 것이다.
부산롯데호텔은 객실, 레스토랑과 바, 8개 국어 동시통역 시설을 완비한 2,500명 수용 규모의 크리스탈볼룸 등 국제회의장과 예식장, 면세점, 호랑이가 있는 커피숍 등 다양한 볼거리와 부대시설을 갖춘 초대형 비즈니스 및 엔터테인먼트 호텔이다. 그리고 감각적인 라이프스타일을 추구하는 고객님을 위한 최고의 미각을 선사하는 오트 퀴진, 웰빙라이프를 위한 고품격 피트니스 클럽과 국내 최대 면세점이 함께 하는 곳이다.
부산롯데호텔은 세련되고 모던한 감각, 편안하고 안락한 객실과 세심한 배려가 묻어나는 서비스가 있으며 도심 속의 편안한 휴식 공간, 비즈니스를 위한 최상의 파트너, 끊임없는 리노베이션과 서비스 개선을 통해 고객의 휴식이 편할 수 있도록 항상 최선을 다해 노력하고 있다.","디럭스, 스위트, 프리미어, 클럽플로어","주차 가능(약 3,000대)","라세느(뷔페 5F), 모모야마(일식당 43F), 도림(중식당 43F), 무궁화(한식당 43F), 더라운지 앤 바, 풀카페 앤 바, 룸서비스","사우나(6F), 휘트니스(6F), 수영장(실내/야외 7F), 골프 연습장(7F), 비즈니스 센터(1F), 호텔 카지노(3F), 롯데면세점(8F), 조지앙 로르 스파(7F)",
호텔 농심,부산광역시 동래구 금강공원로20번길 23,"호텔 농심은 동래관광호텔이란 사명으로 국내 호텔 업계의 여명기인 1960년도에 온천의 명소인 동래 온천장의 중심부에 한강이남 관광호텔로는 최초의 현대적인 숙박시설로 영업을 개시한 후 50여 년 동안 편안하고 친근한 서비스로 국내외 고객들로부터 사랑을 받아왔다. 2002년 8월에 ‘호텔 농심’으로 사명을 변경하고 240실 규모의 온천휴양형 특급관광호텔로 신축, 오픈하였다. 개관 이래 수많은 귀빈과 정재계 인사들로부터 사랑과 찬가를 받아온 호텔농심은 2005년 APEC 정상 숙소로 지정되어 세계적인 수준의 서비스를 제공함으로써 호텔의 위상을 다시 한번 드높이는 기회를 마련하였을 뿐만 아니라, 한층 업그레이드된 국제 경쟁력을 갖게 되었다.
호텔 농심은 100% 천연 온천수가 공급되어 보다 건강하고 편안한 휴식을 취할 수 있는 객실, 다양한 미각 향연이 펼쳐지는 식음료 영업장, 특별한 감동을 더하는 연회장을 갖추고 고객을 향한 진심 어린 서비스를 통해 특별한 추억을 선사한다. 특히 정통 독일 맥주를 즐길 수 있는 차별화된 콘셉트의 ‘허심청 브로이’, 국내외 관광객들로부터 온천의 명소로 각광받는 온천목욕시설로서 동양 최대의 규모를 자랑하는 ‘허심청’은 호텔 농심에서만 만날 수 있는 특별한 매력 중 하나이다. 동래 CC, 부산 CC, 동래산성, 범어사, 금강공원, 충렬사, 금정산 등 유명 관광지와 양산, 정관, 김해공항, 고속버스터미널 등이 인접해 있는 교통의 요지에 위치한 호텔 농심은 고객의 관광 및 비즈니스 여행에 최고의 휴식처가 될 것이다.","디럭스, 하이디럭스, 럭셔리, 슈페리어 스위트, 디럭스 스위트, 로얄 스위트",주차 가능,"리스또란떼(이태리 음식), 내당(한정식), 더 라운지(카페), 더 바, 더 베이커리, 어가(일식 전문점), N스낵(분식), N카페, 비어가든, 허심청브로이펍","연회장, 웨딩홀, 온천(허심청), 피트니스센터, 비즈니스센터, VIP라운지",
호텔일루아,부산광역시 해운대구 달맞이길 97,"해운대 해변에서 그리 멀지 않은 곳에 위치한 호텔일루아는 대한팔경의 하나인 해운대 달맞이 길 언덕에 자리 잡고 있으며, 넓게 펼쳐진 해운대 바닷가를 비롯한 오륙도, 동백섬, 이기대, 광안대교를 한눈에 내려다볼 수 있는 해운대 최고의 전망을 자랑한다.<br>호텔일루아는 2009년 5월에 전 객실을 리노베이션하여 깨끗하고 깔끔한 모습으로 탈바꿈하였다. 객실은 보다 현대적인 감각으로 안락하게 꾸며져 있으며 다양한 콘셉트로 고객 취향에 한 걸음 더 다가가고자 노력했다.<br>1층 테라코에서는 라이브 음악과 함께하는 바닷가재요리를 비롯하여 다양한 메뉴와 세계 각국의 주류를 즐길 수 있으며 2층 연회장은 회갑연, 돌잔치, 결혼식, 세미나 및 각종 행사를 치르기에 적합하다.<br>호텔 옆으로는 달빛을 받으며 산책할 수 있는 문탠로드 산책길이 나 있으며, 아담한 나무로 둘러싸인 객실 테라스에서는 느지막한 오후 햇살을 맞으며 일광욕을 즐길 수 있다. 바다를 바라보며 하루의 피로를 풀 수 있는 스파시설, 감각적인 디자인과 따뜻함이 공존하는 젠스타일의 인테리어, 고객을 감동시키는 서비스는 해운대의 장관과 함께 고객에게 새로운 경험과 잊지 못할 감동을 선사한다.","디럭스, 스탠다드, 스위트",주차 가능,"GAWON(레스토랑 1F), COLLABO(카페 2F), Saint AUGUSTIN(아시안식당 1F), MOONTAN BAR(2F)","미팅룸, 웨딩홀, 꽃집",
송정호텔,부산광역시 해운대구 송정해변로 28,"송정호텔은 송정해수욕장 중앙에 위치하여 바다경치를 한눈에 내려다볼 수 있는 송정 최대 규모의 호텔이다. 60개의 객실과 비즈니스 센터, 예식장, 연회장, 카페, 레스토랑 등을 갖추고 있어 비즈니스와 기업체 미팅, 가족단위 여행 고객이 머무르기 최상의 조건을 지니고 있다. 전 객실은 테라스가 있어 시원한 바다를 한눈에 내려다 볼 수 있으며, 아름다운 풍경을 보며 휴식하기 최적의 환경을 갖추고 있다. 해운대 해수욕장, 백스코, 시립미술관, 시네마테크와는 10분 거리에 위치하고 있으며, 주변 관광지로는 해동용궁사, 죽도공원, 달맞이 문텐로드, 미포 유람선 선착장 등 다양한 볼거리를 즐길 수 있다.", ,"주차 가능<br />(1실당 1대 주차 가능 / 추가시 1대당 20,000원 추가요금)",레스토랑,"웨딩홀, 연회장, 룸가라오케",
COM MA(호텔콤마),부산광역시 부산진구 황령대로7번길 20-3,우리나라 제2의 해양 항만의 도시 부산에 위치한 호텔콤마는 부산의 중심인 범천동에 자리잡고 있어 여행의 편리함을 준다. 지하철 범내골역에서 3분 거리에 위치하고 있어 대중교통을 이용함에 있어 최적의 장소이기도 하다. 바다의 도시인 부산의 관광지로는 해운대와 태종대 광안리 등이 있으며 자갈치 시장에서 신선한 회와 꼼장어 등도 맛볼 수 있다. 매년 열리는 부산영화제와 불꽃축제도 색다른 볼거리를 제공한다., ,가능,로비라운지,"세미나실, 공용PC실",
타워힐호텔,부산광역시 중구 백산길 20,"1975년 부산 타워호텔 개관 후 30여 년간 부산의 대표 호텔로 남포동의 역사와 함께 한 타워호텔은 2013년, 1년간의 리모델링을 거쳐 타워힐호텔로 다시 선보였다. 타워힐호텔은 편리한 교통, 안락한 침구, 친절한 서비스로 편안한 쉼터를 추구한다. 과거와 현재와 미래가 공존하는 남포동을 사랑하는 타워힐 호텔은 남포동의 공간을 고객과 함께 공유한다.","스탠다드, 패밀리, 디럭스, 스위트",주차가능,"오브더데이(조식뷔페), 카페이네이티드","타워힐테라피, 컨퍼런스룸, 코인세탁실",
르네상스호텔[한국관광 품질인증/Korea Quality],부산광역시 사상구 광장로 60(괘법동),"르네상스 호텔은 서부산 중심지역이자 물류 유통단지인 사상지역 최고 중심에 위치한다. 비즈니스 고객과 여행객을 위해 객실을 테마식으로 각기 구성하였고, 레스토랑, 웨딩홀, 유흥주점 등 다양한 부대시설과 70대의 동시주차시설을 갖추고 있다. 홈플러스, 르네시떼, 이마트, 롯데시네마 등 편의시설이 인근에 있고, 부산서부버스터미널과 사상역이 도보 1분 거리에 있다. 김해공항과 시내, 골프장(용원.가야CC)과도 가깝다.",한실/양실,가능,있음,"편의점, 룸서비스",
